School Year,District Code,District Type,District,School Code,School Type,Organization,Lowest Grade Served,Highest Grade Served,Street1,Street2,City,State,Zip,County,Geocoded Location
2018,34,Regular,Colonial School District,470,PUBLIC,Gunning Bedford Middle School,06,08,801 Cox Neck Road,,New Castle,DE,19720,New Castle,POINT (-75.630722 39.561944)
2018,34,Regular,Colonial School District,474,PUBLIC,George Read Middle School,06,08,314 E Basin Road,,New Castle,DE,19720,New Castle,POINT (-75.588221 39.677359)
2018,34,Regular,Colonial School District,476,PUBLIC,McCullough Middle School,06,08,20 Chase Avenue,,New Castle,DE,19720,New Castle,POINT (-75.557428 39.697693)
2018,34,Regular,Colonial School District,490,PUBLIC,William Penn High School,09,12,713 E Basin Road,,New Castle,DE,19720,New Castle,POINT (-75.582579 39.66914)
2018,34,Regular,Colonial School District,514,PUBLIC,John G. Leach School,PK,12,10 Landers Lane,,New Castle,DE,19720,New Castle,POINT (-75.557937 39.688248)
2018,34,Regular,Colonial School District,522,PUBLIC,The Wallin School,PK,12,701 E Basin Road,,New Castle,DE,19720,New Castle,POINT (-75.583732 39.670776)
2018,35,Regular,Woodbridge School District,0,Not Applicable,Woodbridge School District,PK,12,16359 Sussex Highway,,Bridgeville,DE,19933,Sussex,POINT (-75.593519 38.759025)
2018,35,Regular,Woodbridge School District,775,PUBLIC,Woodbridge Middle School,06,08,307 Laws Street,,Bridgeville,DE,19933,Sussex,
2018,35,Regular,Woodbridge School District,776,PUBLIC,Woodbridge Early Childhood Education Center,PR,02,P.O. Box 2007,Governors Avenue,Greenwood,DE,19950,Sussex,
2018,35,Regular,Woodbridge School District,779,PUBLIC,Phillis Wheatley Elementary School,03,05,48 Church Street,,Bridgeville,DE,19933,Sussex,POINT (-75.603197 38.750385)
2018,35,Regular,Woodbridge School District,780,PUBLIC,Woodbridge High School,09,12,14712 Woodbridge Road,,Greenwood,DE,19950,Sussex,POINT (-75.612686 38.781001)
2018,36,Regular,Indian River School District,0,Not Applicable,Indian River School District,PK,12,31 Hosier Street,,Selbyville,DE,19975,Sussex,POINT (-75.226191 38.460047)
2018,36,Regular,Indian River School District,690,PUBLIC,Long Neck Elementary School,PK,05,26064 School Lane,,Millsboro,DE,19966,Sussex,POINT (-75.184686 38.629909)
2018,36,Regular,Indian River School District,691,PUBLIC,Georgetown Kindergarten Center,KG,KG,301B West Market Street,,Georgetown,DE,19947,Sussex,POINT (-75.391404 38.685601)
2018,36,Regular,Indian River School District,692,PUBLIC,North Georgetown Elementary School,PK,05,664 N. Bedford Street,,Georgetown,DE,19947,Sussex,POINT (-75.400863 38.704145)
2018,36,Regular,Indian River School District,732,PUBLIC,John M. Clayton Elementary School,PR,05,252 Clayton Ave,,Frankford,DE,19945,Sussex,POINT (-75.236016 38.535383)
2018,36,Regular,Indian River School District,734,PUBLIC,Georgetown Elementary School,PK,05,301 A West Market Street,,Georgetown,DE,19947,Sussex,POINT (-75.391404 38.685601)
2018,36,Regular,Indian River School District,736,PUBLIC,Lord Baltimore Elementary School,PR,05,120 Atlantic Avenue,,Ocean View,DE,19970,Sussex,POINT (-75.098198 38.54535800000001)
2018,36,Regular,Indian River School District,738,PUBLIC,East Millsboro Elementary School,PR,05,29346 Iron Branch Road,,Millsboro,DE,19966,Sussex,POINT (-75.277734 38.585242)
2018,36,Regular,Indian River School District,740,PUBLIC,Phillip C. Showell Elementary School,PR,05,41 Bethany Road,,Selbyville,DE,19975,Sussex,POINT (-75.215813 38.460444)
2018,36,Regular,Indian River School District,741,PUBLIC,Millsboro Middle School,06,08,302 East State Street,,Millsboro,DE,19966,Sussex,POINT (-75.287709 38.590725)
2018,36,Regular,Indian River School District,742,PUBLIC,Selbyville Middle School,06,08,80 Bethany Road,,Selbyville,DE,19975,Sussex,POINT (-75.20927700000001 38.463249)
2018,36,Regular,Indian River School District,743,PUBLIC,Georgetown Middle School,06,08,301 West Market Street,,Georgetown,DE,19947,Sussex,POINT (-75.391404 38.685601)
2018,36,Regular,Indian River School District,745,PUBLIC,Indian River Intensive Learning Center,PK,12,,,,,,Sussex,
2018,36,Regular,Indian River School District,746,PUBLIC,Indian River High School,08,12,29772 Armory Road,,Dagsboro,DE,19939,Sussex,POINT (-75.229646 38.54485)
2018,36,Regular,Indian River School District,748,PUBLIC,Sussex Central High School,09,12,26026 Patriots Way,,Georgetown,DE,19947,Sussex,POINT (-75.324227 38.630759)
2018,36,Regular,Indian River School District,749,PUBLIC,Southern Delaware School of the Arts,KG,08,27 Hosier Street,,Selbyville,DE,19975,Sussex,POINT (-75.225199 38.460502)
2018,36,Regular,Indian River School District,750,PUBLIC,Howard T. Ennis School,PK,12,20346 Ennis Road,,Georgetown,DE,19947,Sussex,POINT (-75.409445 38.69304)
2018,37,Regular,Delmar School District,0,Not Applicable,Delmar School District,PK,12,200 North Eighth Street,,Delmar,DE,199401399,Sussex,POINT (-75.568296 38.459177)
2018,37,Regular,Delmar School District,730,PUBLIC,Delmar Senior High,09,12,,,Delmar,DE,19940,Sussex,POINT (-75.563206 38.475344)
2018,37,Regular,Delmar School District,733,PUBLIC,Delmar Middle School,05,08,200 N. Eighth Street,,Delmar,DE,19940,Sussex,POINT (-75.568296 38.459177)
2018,37,Regular,Delmar School District,739,PUBLIC,Delmar Middle School ILC,06,08,,,,DE,19940,Sussex,POINT (-75.563206 38.475344)
2018,38,Regular,New Castle County Vocational-Technical School District,0,Not Applicable,New Castle County Vocational-Technical School District,PK,12,1417 Newport Road,,Wilmington,DE,198043499,New Castle,POINT (-75.628686 39.726125)
2018,38,Regular,New Castle County Vocational-Technical School District,26,PUBLIC,Howard High School of Technology,08,12,401 East 12th Street,,Wilmington,DE,19801,New Castle,POINT (-75.542604 39.745691)
2018,38,Regular,New Castle County Vocational-Technical School District,44,PUBLIC,St. Georges Technical High School,09,12,555 Hyetts Corner Road,,Middletown,DE,19709,New Castle,POINT (-75.664585 39.525024)
2018,38,Regular,New Castle County Vocational-Technical School District,51,PUBLIC,NCC Votech Applicant,08,12,,,,,,New Castle,
2018,38,Regular,New Castle County Vocational-Technical School District,66,PUBLIC,Paul M. Hodgson Vo-Tech High School,08,12,2575 Glasgow Avenue,,Newark,DE,19702,New Castle,POINT (-75.743073 39.599367)
2018,38,Regular,New Castle County Vocational-Technical School District,80,PUBLIC,Delcastle Technical High School,08,12,1417 Newport Road,,Wilmington,DE,19804,New Castle,POINT (-75.628686 39.726125)
2018,39,Regular,POLYTECH School District,0,Not Applicable,POLYTECH School District,PK,12,PO Box 22,823 Walnut Shade Road,Woodside,DE,199800022,Kent,
2018,39,Regular,POLYTECH School District,652,PUBLIC,POLYTECH High School,09,13,P.O. Box 97,,Woodside,DE,199800097,Kent,
2018,40,Regular,Sussex Technical School District,0,Not Applicable,Sussex Technical School District,PK,12,PO Box 351,17137 County Seat Highway,Georgetown,DE,199470351,Sussex,
2018,40,Regular,Sussex Technical School District,770,PUBLIC,Sussex Technical High School,09,13,P.O. BOX 351,17099 County Seat Highway,Georgetown,DE,19947,Sussex,
2018,67,Charter,Prestige Academy,566,PUBLIC,Prestige Academy,05,08,,,,,,New Castle,
2018,67,Charter,Prestige Academy,566,PUBLIC,Prestige Academy,05,08,1121 Thatcher Street,,Wilmington,DE,19802,New Castle,POINT (-75.535635 39.742631)
2018,68,Charter,Delaware Academy of Public Safety and Security,567,PUBLIC,Delaware Academy of Public Safety and Security,09,12,801 North DuPont Highway,,New Castle,DE,19720,New Castle,POINT (-75.585292 39.686271)
2018,69,Charter,Las Americas Aspira Academy,568,PUBLIC,Las Americas ASPIRA Academy (K-5),KG,07,326 Ruthar Drive,,Newark,DE,197118071,New Castle,POINT (-75.702708 39.688513)
2018,69,Charter,Las Americas Aspira Academy,568,PUBLIC,Las Americas ASPIRA Academy (MS),KG,07,326 Ruthar Drive,,Newark,DE,19711,New Castle,POINT (-75.702708 39.688513)
2018,70,Charter,Charter School of Wilmington,295,PUBLIC,Charter School of Wilmington,09,12,100 N. Dupont Rd.,,Wilmington,DE,19807,New Castle,POINT (-75.588396 39.752789)
2018,71,Charter,Positive Outcomes Charter School,570,PUBLIC,Positive Outcomes Charter School,07,12,3337  South DuPont Highway,,Camden,DE,19934,Kent,POINT (-75.539431 39.108518)
2018,72,Charter,East Side Charter School,571,PUBLIC,EastSide Charter School,PK,08,3000 N. Claymont Street,,Wilmington,DE,19802,New Castle,POINT (-75.523192 39.752153)
2018,74,Charter,Campus Community Charter School,573,PUBLIC,Campus Community Charter School,KG,08,350 Pear Street,,Dover,DE,19904,Kent,POINT (-75.536389 39.165233)
2018,74,Charter,Campus Community Charter School,573,PUBLIC,Campus Community School,KG,08,350 Pear Street,,Dover,DE,19904,Kent,POINT (-75.536389 39.165233)
2018,76,Charter,Edison (Thomas A.) Charter School,575,PUBLIC,Thomas Edison Charter School,KG,08,2200 N Locust St,,Wilmington,DE,19802,New Castle,POINT (-75.533169 39.748364)
2018,77,Charter,Sussex Academy,576,PUBLIC,Sussex Academy,06,12,21150 Airport Road,,Georgetown,DE,19947,Sussex,POINT (-75.367132 38.698008)
2018,77,Charter,Sussex Academy,576,PUBLIC,Sussex Academy High School,06,12,21150 Airport Road,,Georgetown,DE,19947,Sussex,POINT (-75.367132 38.698008)
2018,79,Charter,Delaware Military Academy,578,PUBLIC,Delaware Military Academy,09,12,112 Middleboro Road,,Wilmington,DE,19804,New Castle,POINT (-75.584824 39.721828)
2018,80,Charter,Charter School of New Castle,579,PUBLIC,Charter School of New Castle,KG,08,170 Lukens Drive,,New Castle,DE,19720,New Castle,POINT (-75.547258 39.678868)
2018,82,Charter,Kuumba Academy Charter School,581,PUBLIC,Kuumba Academy Charter School,KG,06,1200 French Street,,Wilmington,DE,19801,New Castle,POINT (-75.544451 39.747161)
2018,85,Charter,Academy of Dover Charter School,584,PUBLIC,Academy of Dover Charter School,KG,05,104 Saulsbury Road,,Dover,DE,19904,Kent,POINT (-75.543811 39.161911)
2018,86,Charter,Odyssey Charter School,585,PUBLIC,Odyssey Charter Intermediate,KG,11,4311 Lancaster Pike,Building 22,Wilmington,DE,19805,New Castle,POINT (-75.602164 39.758074)
2018,86,Charter,Odyssey Charter School,585,PUBLIC,Odyssey Charter School Lower,KG,11,4319 Lancaster Pike,Building 20,Wilmington,DE,19805,New Castle,POINT (-75.600619 39.75741)
2018,86,Charter,Odyssey Charter School,585,PUBLIC,Odyssey Charter Upper/High,KG,11,4409 Lancaster Pike,Building 21,Wilmington,DE,19805,New Castle,POINT (-75.6027 39.758302)
2018,87,Charter,Providence Creek Academy Charter School,586,PUBLIC,PROVIDENCE CREEK ACADEMY CHARTER SCHOOL,KG,08,273 West Duck Creek,P. O. Box 265,Clayton,DE,19938,Kent,POINT (-75.638843 39.290667)
2018,88,Charter,MOT Charter School,587,PUBLIC,MOT Charter High School,KG,11,1275 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.686457 39.499532)
2018,88,Charter,MOT Charter School,587,PUBLIC,MOT Charter School,KG,11,1156 Levels Road,,Middletown,DE,19709,New Castle,POINT (-75.741152 39.422957)
2018,89,Charter,Newark Charter School,588,PUBLIC,NCS Intermediate School,KG,12,2001 Patriot Way,,Newark,DE,19711,New Castle,POINT (-75.775817 39.661813)
2018,89,Charter,Newark Charter School,588,PUBLIC,NCS Junior\Senior High School,KG,12,200 McIntire Drive,,Newark,DE,19711,New Castle,POINT (-75.786669 39.653139)
2018,89,Charter,Newark Charter School,588,PUBLIC,NCS Primary School,KG,12,2001 Patriot Way,,Newark,DE,19711,New Castle,POINT (-75.775817 39.661813)
2018,92,Charter,Gateway Lab School,543,PUBLIC,Gateway Lab School,03,08,2501 Centreville Rd.,,Wilmington,DE,19808,New Castle,POINT (-75.624238 39.749453)
2018,9604,Charter,Early College High School at Del State,4040,PUBLIC,Early College High School - DSU,09,12,1570 N DuPont Highway,,Dover,DE,19901,Kent,POINT (-75.550335 39.196022)
2018,9605,Charter,Academia Antonia Alonso,4045,PUBLIC,Academia Antonia Alonso,KG,04,,,,,,New Castle,
2018,9606,Charter,First State Montessori Academy,4050,PUBLIC,First State Montessori Academy,KG,05,1000 N. French St.,,Wilmington,DE,19801,New Castle,POINT (-75.545933 39.744989)
2018,9606,Charter,First State Montessori Academy,4050,PUBLIC,First State Montessori Middle School,KG,05,1000,,Wilmington,DE,19801,New Castle,
2018,9607,Charter,First State Military Academy,4055,PUBLIC,First State Military Academy,09,10,355 West Duck Creek Road,,Clayton,DE,19938,Kent,POINT (-75.637269 39.293247)
2018,9609,Charter,Delaware Design-Lab High School,4065,PUBLIC,Delaware Design-Lab High School,09,12,179 Stanton Christiana Road,,Newark,DE,19702,New Castle,POINT (-75.657674 39.677081)
2018,9611,Charter,Great Oaks Charter School,4075,PUBLIC,Great Oaks Charter School,06,10,1200 North French Street,,Wilmington,DE,19801,New Castle,POINT (-75.544451 39.747161)
2018,9612,Charter,Freire Charter School,4080,PUBLIC,Freire Charter School Wilmington,08,10,201 W 14th Street,,Wilmington,DE,19801,New Castle,POINT (-75.546802 39.749746)
2019,0,Not Applicable,State of Delaware,0,Not Applicable,State of Delaware,PK,12,401 Federal Street,Suite 2,Dover,DE,199013639,Kent,POINT (-75.522463 39.157846)
2019,10,Regular,Caesar Rodney School District,0,Not Applicable,Caesar Rodney School District,PK,12,7 Front Street,,Wyoming,DE,19934,Kent,POINT (-75.552746 39.119536000000004)
2019,10,Regular,Caesar Rodney School District,610,PUBLIC,Allen Frear Elementary School,01,05,238 Sorghum Mill Road,,Camden-Wyoming,DE,19934,Kent,POINT (-75.512694 39.102472)
2019,10,Regular,Caesar Rodney School District,611,PUBLIC,J. Ralph McIlvaine Early Childhood Center,KG,KG,11 East Walnut Street,,Magnolia,DE,19962,Kent,POINT (-75.475067 39.072358)
2019,10,Regular,Caesar Rodney School District,612,PUBLIC,Major George S. Welch Elementary School,01,05,3100 Hawthorne Drive,,Dover,DE,19901,Kent,
2019,10,Regular,Caesar Rodney School District,615,PUBLIC,Kent County Elementary Intensive Learning Center,KG,05,5 Old North Road,,Camden-Wyoming,DE,19934,Kent,POINT (-75.55001 39.11888)
2019,10,Regular,Caesar Rodney School District,616,PUBLIC,Nellie Hughes Stokes Elementary School,01,05,3874 Upper King Road,,Dover,DE,19904,Kent,POINT (-75.553997 39.101762)
2019,10,Regular,Caesar Rodney School District,618,PUBLIC,Star Hill Elementary School,01,05,594 Voshells Mill/Star Hill Road,,Dover,DE,19901,Kent,POINT (-75.533221 39.099764)
2019,10,Regular,Caesar Rodney School District,620,PUBLIC,W. B. Simpson Elementary School,01,05,5 Old North Road,,Camden,DE,19934,Kent,POINT (-75.55001 39.11888)
2019,10,Regular,Caesar Rodney School District,621,PUBLIC,F. Niel Postlethwait Middle School,06,08,2841 South State Street,,Camden,DE,19934,Kent,POINT (-75.51255 39.099045000000004)
2019,10,Regular,Caesar Rodney School District,622,PUBLIC,W. Reily Brown Elementary School,01,05,360 Webbs Lane,,Dover,DE,199045438,Kent,POINT (-75.538851 39.132505)
2019,10,Regular,Caesar Rodney School District,625,PUBLIC,Fred Fifer III Middle School,06,08,109 E. Camden-Wyoming Avenue,,Camden,DE,19934,Kent,POINT (-75.552243 39.115774)
2019,10,Regular,Caesar Rodney School District,626,PUBLIC,Caesar Rodney High School,09,12,239 Old North Road,,Camden,DE,19934,Kent,POINT (-75.542247 39.117947)
2019,10,Regular,Caesar Rodney School District,628,PUBLIC,Dover Air Force Base Middle School,06,08,3100 Hawthorne Drive,,Dover,DE,199015391,Kent,
2019,10,Regular,Caesar Rodney School District,630,PUBLIC,John S. Charlton School,PK,12,278 Sorghum Mill Road,,Camden-Wyoming,DE,19934,Kent,POINT (-75.511599 39.103214)
2019,13,Regular,Capital School District,0,Not Applicable,Capital School District,PK,12,198 Commerce Way,,Dover,DE,199043498,Kent,POINT (-75.550289 39.151133)
2019,13,Regular,Capital School District,632,PUBLIC,East Dover Elementary School,PR,04,852 S. Little Creek Rd,,Dover,DE,19901,Kent,POINT (-75.503842 39.157116)
2019,13,Regular,Capital School District,634,PUBLIC,South Dover Elementary School,PR,04,955 S. State Street,,Dover,DE,19901,Kent,POINT (-75.522429 39.148511)
2019,13,Regular,Capital School District,635,PUBLIC,North Dover Elementary School,KG,04,855 College Road,,Dover,DE,19904,Kent,
2019,13,Regular,Capital School District,636,PUBLIC,Booker T. Washington,PR,04,901 Forest Street,,Dover,DE,19904,Kent,POINT (-75.540385 39.15901)
2019,13,Regular,Capital School District,638,PUBLIC,Fairview Elementary School,PK,04,700 Walker Road,,Dover,DE,19904,Kent,POINT (-75.538645 39.171171)
2019,13,Regular,Capital School District,640,PUBLIC,Hartly Elementary School,PK,04,2617 Arthursville Road,,Hartly,DE,19953,Kent,POINT (-75.716075 39.165851)
2019,13,Regular,Capital School District,642,PUBLIC,Towne Point Elementary School,KG,04,629 Buckson Drive,,Dover,DE,19901,Kent,POINT (-75.521163 39.176529)
2019,13,Regular,Capital School District,644,PUBLIC,Central Middle School,07,08,211 Delaware Avenue,,Dover,DE,19901,Kent,POINT (-75.521796 39.163887)
2019,13,Regular,Capital School District,646,PUBLIC,William Henry Middle School,05,06,65 Carver Road,,Dover,DE,19904,Kent,POINT (-75.541609 39.160207)
2019,13,Regular,Capital School District,648,PUBLIC,Dover High School,09,12,One Dover High Drive,,Dover,DE,19904,Kent,
2019,13,Regular,Capital School District,649,PUBLIC,Capital Intensive Learning Center,KG,12,,,,,,Kent,
2019,13,Regular,Capital School District,655,PUBLIC,KCSILC,06,12,631 Ridgely Street,Suite 19,Dover,DE,19904,Kent,POINT (-75.53709 39.16319)
2019,15,Regular,Lake Forest School District,0,Not Applicable,Lake Forest School District,PK,12,5423 Killens Pond Road,,Felton,DE,199439801,Kent,POINT (-75.554039 38.988941)
2019,15,Regular,Lake Forest School District,658,PUBLIC,Lake Forest East Elementary,KG,04,124 West Front Street,,Frederica,DE,19946,Kent,POINT (-75.473261 39.007606)
2019,15,Regular,Lake Forest School District,659,PUBLIC,Lake Forest  ILC,06,12,101 W. Center Street,,Harrington,DE,19952,Kent,POINT (-75.581466 38.928074)
2019,15,Regular,Lake Forest School District,660,PUBLIC,Lake Forest North Elementary,PK,04,319 E. Main Street,,Felton,DE,19943,Kent,POINT (-75.570347 39.007059)
2019,15,Regular,Lake Forest School District,662,PUBLIC,Lake Forest South Elementary,KG,04,301 Dorman Street,,Harrington,DE,19952,Kent,POINT (-75.581711 38.929801)
2019,15,Regular,Lake Forest School District,664,PUBLIC,W.T. Chipman Middle School,06,08,101 W. Center St.,,Harrington,DE,19952,Kent,POINT (-75.581466 38.928074)
2019,15,Regular,Lake Forest School District,665,PUBLIC,Lake Forest High School,08,12,5407 Killen's Pond Rd.,,Felton,DE,19943,Kent,POINT (-75.551985 38.989322)
2019,15,Regular,Lake Forest School District,669,PUBLIC,Lake Forest Central Elementary,04,05,5424 Killen's Pond Rd.,,Felton,DE,19943,Kent,POINT (-75.552158 38.989296)
2019,16,Regular,Laurel School District,0,Not Applicable,Laurel School District,PK,12,1160 South Central Avenue,,Laurel,DE,199561413,Sussex,POINT (-75.569482 38.542518)
2019,16,Regular,Laurel School District,752,PUBLIC,North Laurel Early Learning Academy,02,04,300 Wilson Street,,Laurel,DE,19956,New Castle,POINT (-75.570367 38.566507)
2019,16,Regular,Laurel School District,753,PUBLIC,Paul L. Dunbar Elementary,PK,01,499 W. Sixth Street,,Laurel,DE,19956,New Castle,POINT (-75.581982 38.557111)
2019,16,Regular,Laurel School District,756,PUBLIC,Laurel Senior High School,09,12,1133 S. Central Ave,,Laurel,DE,19956,Sussex,
2019,16,Regular,Laurel School District,781,PUBLIC,Laurel Intensive Learning Centers,09,12,,,,,,New Castle,
2019,16,Regular,Laurel School District,782,PUBLIC,Laurel Middle School,05,08,1131 S .Central Ave,,Laurel,DE,19956,New Castle,POINT (-75.569431 38.546069)
2019,16,Regular,Laurel School District,783,PUBLIC,Laurel Elementary School,01,05,815 S. Central Ave,,Laurel,DE,19956,Sussex,POINT (-75.569854 38.55111800000001)
2019,17,Regular,Cape Henlopen School District,0,Not Applicable,Cape Henlopen School District,PK,12,820 Savannah Road,,Lewes,DE,199581798,Sussex,POINT (-75.145498 38.768336)
2019,17,Regular,Cape Henlopen School District,710,PUBLIC,H. O. Brittingham  Elementary,PK,05,402 Mulberry Street,,Milton,DE,19968,Sussex,POINT (-75.315256 38.781304)
2019,17,Regular,Cape Henlopen School District,712,PUBLIC,Richard A. Shields Elementary,PR,05,910 Shields Avenue,,Lewes,DE,199580000,Sussex,POINT (-75.14724 38.767868)
2019,17,Regular,Cape Henlopen School District,718,PUBLIC,Love Creek Elementary,KG,05,19488 John J. Williams Highway,,Lewes,DE,19958,Sussex,POINT (-75.15015 38.715957)
2019,17,Regular,Cape Henlopen School District,720,PUBLIC,Mariner Middle School,05,08,16391 Harbeson Road,,Milton,DE,199680000,Sussex,POINT (-75.313328 38.762677)
2019,17,Regular,Cape Henlopen School District,721,PUBLIC,Milton Elementary School,PK,05,512 Federal Street,,Milton,DE,19968,Sussex,POINT (-75.31437 38.771463)
2019,17,Regular,Cape Henlopen School District,722,PUBLIC,Rehoboth Elementary,PK,06,500 Stockley Street,,Rehoboth Beach,DE,19971,Sussex,POINT (-75.08778 38.709998)
2019,17,Regular,Cape Henlopen School District,724,PUBLIC,Beacon Middle School,04,08,19483 John J. Williams Highway,,Lewes,DE,19958,Sussex,POINT (-75.150958 38.71504)
2019,17,Regular,Cape Henlopen School District,726,PUBLIC,Cape Henlopen High School,08,12,1250 Kings Highway,,Lewes,DE,19958,Sussex,POINT (-75.147192 38.75787)
2019,17,Regular,Cape Henlopen School District,728,PUBLIC,Sussex Consortium,PR,12,820 Savannah Road,,Lewes,DE,19958,Sussex,POINT (-75.145498 38.768336)
2019,18,Regular,Milford School District,0,Not Applicable,Milford School District,PK,12,906 Lakeview Avenue,,Milford,DE,199631799,Kent,POINT (-75.439076 38.902471)
2019,18,Regular,Milford School District,668,PUBLIC,Benjamin Banneker Elem School,01,05,449 North Street,,Milford,DE,19963,Kent,POINT (-75.432246 38.919526)
2019,18,Regular,Milford School District,670,PUBLIC,E I Morris Early Childhood Center,PR,KG,8609 Third St,,Lincoln,DE,19960,Kent,POINT (-75.418982 38.869552)
2019,18,Regular,Milford School District,672,PUBLIC,Lulu M. Ross Elementary School,02,05,310 Lovers Lane,,Milford,DE,19963,Kent,POINT (-75.41705500000002 38.906071)
2019,18,Regular,Milford School District,673,PUBLIC,Mispillion Elementary School,01,05,311 Lovers Lane,,Milford,DE,19963,Kent,POINT (-75.417019 38.906194)
2019,18,Regular,Milford School District,675,PUBLIC,Milford Central Academy,06,08,1021 N Walnut St,,Milford,DE,19963,Kent,POINT (-75.429405 38.929843)
2019,18,Regular,Milford School District,678,PUBLIC,Milford High School,09,12,1019 North Walnut Street,,Milford,DE,19963,Kent,POINT (-75.429393 38.929757)
2019,18,Regular,Milford School District,679,PUBLIC,Lakeview ILC,KG,12,,,,DE,19963,Kent,POINT (-75.405287 38.921542)
2019,23,Regular,Seaford School District,0,Not Applicable,Seaford School District,PK,12,390 North Market Street Extend,,Seaford,DE,199732612,Sussex,POINT (-75.61483600000001 38.652236)
2019,23,Regular,Seaford School District,759,PUBLIC,Seaford Central Elementary,03,05,1 Delaware Place,,Seaford,DE,19973,New Castle,POINT (-75.616261 38.650668)
2019,23,Regular,Seaford School District,760,PUBLIC,West Seaford Elementary,KG,02,511 Sussex Avenue,,Seaford,DE,19973,New Castle,POINT (-75.632577 38.643511)
2019,23,Regular,Seaford School District,761,PUBLIC,Blades Elementary,KG,02,900 S Arch Street,Blades,Seaford,DE,19973,New Castle,POINT (-75.606982 38.630855)
2019,23,Regular,Seaford School District,762,PUBLIC,Frederick Douglass Elementary,03,05,1 Swain Road,,Seaford,DE,19973,New Castle,POINT (-75.604797 38.644927)
2019,23,Regular,Seaford School District,764,PUBLIC,Seaford Middle School,06,08,500 E Stein Hwy,,Seaford,DE,19973,New Castle,POINT (-75.611515 38.647746)
2019,23,Regular,Seaford School District,766,PUBLIC,Seaford High School,09,12,399 N. Market St. Ext.,,Seaford,DE,19973,Sussex,POINT (-75.614716 38.651765000000005)
2019,24,Regular,Smyrna School District,0,Not Applicable,Smyrna School District,PK,12,82 Monrovia Avenue,,Smyrna,DE,19977,Kent,POINT (-75.601698 39.300472)
2019,24,Regular,Smyrna School District,680,PUBLIC,Clayton Elementary School,KG,04,510 West Main Street,,Clayton,DE,19938,Kent,POINT (-75.638376 39.288862)
2019,24,Regular,Smyrna School District,681,PUBLIC,Sunnyside Elementary School,KG,04,123 Rabbit Chase Rd,,Smyrna,DE,19977,Kent,POINT (-75.612522 39.272426)
2019,24,Regular,Smyrna School District,682,PUBLIC,Smyrna Elementary School,KG,04,121 South School Lane,,Smyrna,DE,19977,Kent,POINT (-75.607611 39.296133)
2019,24,Regular,Smyrna School District,684,PUBLIC,North Smyrna Elementary School,IT,06,365 North Main Street,,Smyrna,DE,19977,Kent,POINT (-75.612411 39.304932)
2019,24,Regular,Smyrna School District,685,PUBLIC,Smyrna Middle School,06,08,700 Duck Creek Parkway,,Smyrna,DE,19977,Kent,POINT (-75.625335 39.303255)
2019,24,Regular,Smyrna School District,686,PUBLIC,John Bassett Moore Intermediate School,04,06,20 West Frazier Street,,Smyrna,DE,19977,Kent,POINT (-75.60456 39.298095)
2019,24,Regular,Smyrna School District,687,PUBLIC,Smyrna ILC,KG,12,,,,,,Kent,
2019,24,Regular,Smyrna School District,688,PUBLIC,Smyrna High School,09,12,500 Duck Creek Parkway,,Smyrna,DE,19977,Kent,POINT (-75.628664 39.300747)
2019,24,Regular,Smyrna School District,696,PUBLIC,Clayton Intermediate School,05,06,86 Sorrento Drive,,Clayton,DE,19938,Kent,POINT (-75.645461 39.272413)
2019,29,Regular,Appoquinimink School District,0,Not Applicable,Appoquinimink School District,PK,12,Tony Marchio Building,313 South Fifth Street,Odessa,DE,197304010,New Castle,
2019,29,Regular,Appoquinimink School District,10,PUBLIC,Silver Lake Elementary School,KG,05,200 E. Cochran Street,,Middletown,DE,19709,New Castle,POINT (-75.711045 39.447971)
2019,29,Regular,Appoquinimink School District,11,PUBLIC,Cedar Lane Elementary School,01,05,1259 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.685536 39.501608)
2019,29,Regular,Appoquinimink School District,13,PUBLIC,Appoquinimink PreSchool Center,PR,PK,502 S. Broad Street,,Middletown,DE,19709,New Castle,POINT (-75.715383 39.444471)
2019,29,Regular,Appoquinimink School District,14,PUBLIC,Townsend Elementary School,01,05,"126 Main Street, PO Box 369",,Townsend,DE,19734,New Castle,POINT (-75.688303 39.396451)
2019,29,Regular,Appoquinimink School District,16,PUBLIC,Louis L. Redding Middle School,06,08,201 New Street,,Middletown,DE,19709,New Castle,POINT (-75.708395 39.453013)
2019,29,Regular,Appoquinimink School District,17,PUBLIC,Everett Meredith Middle School,06,08,504 S. Broad Street,,Middletown,DE,19709,New Castle,POINT (-75.715025 39.443084)
2019,29,Regular,Appoquinimink School District,18,PUBLIC,Middletown High School,08,12,120 Silver Lake Road,,Middletown,DE,19709,New Castle,POINT (-75.696015 39.448071)
2019,29,Regular,Appoquinimink School District,20,PUBLIC,Olive B. Loss Elementary School,01,05,200 Brennan Boulevard,,Bear,DE,19701,New Castle,POINT (-75.742184 39.559691)
2019,29,Regular,Appoquinimink School District,21,PUBLIC,Brick Mill Elementary School,01,05,378 Brick Mill Road,,Middletown,DE,19709,New Castle,POINT (-75.687795 39.458673)
2019,29,Regular,Appoquinimink School District,22,PUBLIC,Cedar Lane Early Childhood Center,PK,KG,1221 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.685075 39.502618)
